Date,Open,High,Low,VNIndex,Volume,SP500,SP500_Return,NASDAQ,NASDAQ_Return,Gold,Gold_Return,Oil,Oil_Return,DXY,DXY_Return,VIX,VIX_Return,HSI,HSI_Return,Nikkei,Nikkei_Return,US3M,US3M_Return,Foreign_Net_Buy,VCB_R,VHM_R,HPG_R
2014-01-21,555.72,560.18,547.65,559.91,91154110,1843.800048828125,0.0027737519941737343,4225.759765625,0.006713317429452692,1242.300048828125,-0.007509708964156703,94.98999786376953,0.006569832564829126,81.0999984741211,-0.0019690334469980586,12.869999885559082,0.03456594209648123,23033.119140625,0.004543161611165969,15795.9599609375,0.009863408311627353,0.02800000086426735,-0.06666661699612819,0.0,0.013698632521904175,,0.03846158696327606
2014-01-22,561.34,564.61,551.92,551.92,114735990,1844.8599853515625,0.0005748652214816463,4243.0,0.004079795192155178,1239.0,-0.002656402397502866,96.7300033569336,0.018317775895305255,81.16999816894531,0.0008631281891646747,12.84000015258789,-0.00233098160357037,23082.25,0.002133052804313529,15820.9599609375,0.001582683171002186,0.029999999329447746,0.0714285144088238,0.0,-0.01351351583440974,,-0.06481473005320859
2014-01-23,550.88,556.5,550.52,553.55,68197050,1828.4599609375,-0.00888957673985069,4218.8798828125,-0.005684684701272702,1262.5999755859375,0.01904759934296818,97.31999969482422,0.0060994140123571405,80.44000244140625,-0.008993418060940006,13.770000457763672,0.07242992944889814,22733.900390625,-0.015091666079996569,15695.8896484375,-0.007905355478352916,0.029999999329447746,0.0,0.0,0.0034245275562174715,,-0.06534660308935547
2014-01-24,555.66,560.19,553.46,560.19,85521800,1790.2900390625,-0.02087544856898549,4128.169921875,-0.02150095841956723,1264.5,0.0015048506659289806,96.63999938964844,-0.006987261686273394,80.45999908447266,0.00024859078144578994,18.139999389648438,0.3173564841401959,22450.060546875,-0.012485312193373121,15391.5595703125,-0.01938915760377402,0.032999999821186066,0.1000000186264518,0.0,-0.013651707773433164,,-0.016949194202868778
2014-01-27,560.45,560.49,556.35,556.52,65472100,1781.56005859375,-0.004876293940238585,4083.610107421875,-0.010794084375501223,1263.5999755859375,-0.0007117630795274721,95.72000122070312,-0.009519848662621788,80.5,0.0004971528210602205,17.420000076293945,-0.0396912534498407,21976.099609375,-0.02111178883060849,15005.73046875,-0.025067576797525692,0.04800000041723251,0.45454547507047005,0.0,-0.013840920228973652,,-0.017241204998217685
2014-02-06,555.51,557.13,551.75,554.68,87875560,1773.4300537109375,0.012439792925644788,4057.1201171875,0.011359715771884105,1257.5999755859375,0.00023854827500557896,97.83999633789062,0.004723753311222323,80.88999938964844,-0.0017277476460262342,17.229999542236328,-0.13634090810442445,21423.130859375,0.007228701249770042,14155.1201171875,-0.0017813179783439104,0.05999999865889549,0.09090907243657687,0.0,-0.02105263627302989,,0.06140315363000637
2014-02-07,557.71,558.51,549.37,549.76,119495580,1797.02001953125,0.013301886798946505,4125.85986328125,0.016942990128032465,1263.300048828125,0.004532501075734885,99.87999725341797,0.020850378085483623,80.69000244140625,-0.002472455801103446,15.289999961853027,-0.11259429088362605,21636.849609375,0.009976074524442158,14462.41015625,0.02170875531387262,0.07199999690055847,0.19999997516473078,0.0,-0.003584184654248812,,-0.014462731107404148
2014-02-10,550.41,555.9,548.91,555.9,106904960,1799.8399658203125,0.0015692347655638095,4148.169921875,0.0054073718771454615,1274.800048828125,0.00910314221128039,100.05999755859375,0.001802165700095948,80.66999816894531,-0.00024791513019795097,15.260000228881836,-0.0019620492508853893,21579.259765625,-0.0026616556841549954,14718.33984375,0.017696198955427844,0.054999999701976776,-0.23611108236658596,0.0,0.017985751949700646,,0.0020964546809947304
2014-02-11,559.74,561.83,553.9,553.9,170844850,1819.75,0.011062113608869106,4191.0498046875,0.010337060347112681,1290.0999755859375,0.012001824734692468,99.94000244140625,-0.001199231662155853,80.62999725341797,-0.0004958586393366549,14.510000228881836,-0.04914809886965221,21962.98046875,0.01778192149743041,14718.33984375,0.017696198955427844,0.04500000178813934,-0.18181814487315384,0.0,0.0,,-0.004184031980529079
2014-02-12,557.27,564.25,554.94,564.25,120916320,1819.260009765625,-0.00026926239009483766,4201.2900390625,0.002443357834484905,1295.300048828125,0.004030752143705518,100.37000274658203,0.00430258449741272,80.68000030517578,0.0006201544519548463,14.300000190734863,-0.014472779795617896,22285.7890625,0.01469785005770552,14800.0595703125,0.005552238053342817,0.0430000014603138,-0.04444444996339281,0.0,0.024734848716197577,,0.027310846673124445
2014-02-13,567.58,570.66,565.27,570.18,145697620,1829.8299560546875,0.005810025082904069,4240.669921875,0.009373283550137224,1300.4000244140625,0.003937292823042338,100.3499984741211,-0.00019930528956391136,80.29000091552734,-0.004833904166748226,14.140000343322754,-0.011188800369091978,22165.529296875,-0.0053962534280358465,14534.740234375,-0.017926910001747953,0.02500000037252903,-0.41860466224396753,0.0,-0.0034482326416270803,,0.006135126902411914
2014-02-14,573.09,575.66,569.38,572.22,136937230,1838.6300048828125,0.004809216724759979,4244.02001953125,0.0007899925525844953,1319.0,0.014303272252181198,100.30000305175781,-0.0004982104945041588,80.12999725341797,-0.0019928217746281174,13.569999694824219,-0.040311218858470776,22298.41015625,0.005994932834459066,14313.0302734375,-0.015253795896066347,0.009999999776482582,-0.600000014901161,0.0,0.003460164092395912,,-0.012195330750070621
2014-02-17,571.91,572.85,568.49,570.2,159214880,1838.6300048828125,0.004809216724759979,4244.02001953125,0.0007899925525844953,1319.0,0.014303272252181198,100.30000305175781,-0.0004982104945041588,80.12999725341797,-0.0019928217746281174,13.569999694824219,-0.040311218858470776,22535.939453125,0.01065229741540219,14393.1103515625,0.00559490733933643,0.009999999776482582,-0.600000014901161,0.0,-0.006896552933101319,,-0.01234547783964568
2014-02-18,570.75,574.56,570.62,574.56,154772030,1840.760009765625,0.0011584739056558213,4272.77978515625,0.006776538633806117,1324.699951171875,0.004321418629169793,102.43000030517578,0.021236263096809926,80.01000213623047,-0.0014975055697057371,13.869999885559082,0.022107604825465588,22587.720703125,0.0022977187220309947,14843.240234375,0.031273982608188255,0.014999999664723873,0.5,0.0,0.006944445670257426,,0.010416547349036298
2014-02-19,578.53,578.76,574.0,578.12,153445030,1828.75,-0.006524484290135191,4237.9501953125,-0.008151505950470206,1320.5999755859375,-0.003095022070704001,103.30999755859375,0.00859120619736542,80.16999816894531,0.0019997003929885793,15.5,0.1175198361852916,22664.51953125,0.0034000255773649624,14766.5302734375,-0.005168006427589189,0.04500000178813934,2.000000186264519,0.0,0.0,,0.0
2014-02-20,579.64,584.1,565.45,571.04,254367230,1839.780029296875,0.006031458262132583,4267.5498046875,0.006984416524700832,1317.0999755859375,-0.0026503105139367156,102.91999816894531,-0.003775040159373244,80.29000091552734,0.0014968535527359883,14.789999961853027,-0.04580645407399819,22394.080078125,-0.011932282647868053,14449.1796875,-0.02149120883924638,0.03999999910593033,-0.11111116630059481,0.0,0.0034482326416269693,,-0.03298967034978528
2014-02-21,568.29,573.47,565.33,570.57,116346370,1836.25,-0.0019187235651341172,4263.41015625,-0.0009700293205606725,1323.9000244140625,0.005162894961789011,102.19999694824219,-0.006995736819983445,80.23999786376953,-0.0006227805603143954,14.680000305175781,-0.00743743454773238,22568.240234375,0.007777062314791028,14865.669921875,0.028824489928331865,0.03500000014901161,-0.12499997671693508,0.0,-0.0034363831929320465,,0.012793289798504803
2014-02-24,571.93,576.58,570.1,576.58,112732880,1847.6099853515625,0.00618651346579302,4292.97021484375,0.006933430636603344,1338.300048828125,0.01087697269318788,102.81999969482422,0.006066563259253588,80.20999908447266,-0.00037386316170906486,14.229999542236328,-0.030654002287778925,22388.560546875,-0.007961617105897267,14837.6796875,-0.0018828774298165207,0.032999999821186066,-0.057142866266017056,0.0,0.0034482326416269693,,0.023157671619201903
2014-02-25,575.49,586.2,575.49,586.2,141747900,1845.1199951171875,-0.0013476817370097205,4287.58984375,-0.0012532980254897907,1343.0,0.0035118814917405317,101.83000183105469,-0.009628456202177671,80.1500015258789,-0.0007480059752970059,13.670000076293945,-0.0393534423019648,22317.19921875,-0.0031874013505955867,15051.599609375,0.014417343303024355,0.03999999910593033,0.2121211915961967,0.0,0.010309236927444898,,0.06995895323483547
2014-02-26,590.33,590.33,582.96,589.81,153761340,1845.1600341796875,2.1699977565736717e-05,4292.06005859375,0.0010425938596403395,1328.199951171875,-0.011020140601731176,102.58999633789062,0.007463365345871553,80.41000366210938,0.0032439442455471923,14.350000381469727,0.049743986933475925,22437.439453125,0.005387783350250253,14970.9697265625,-0.005356897931451665,0.03999999910593033,0.0,0.0,0.030612382523928394,,-0.019230744979900405
2014-02-27,588.25,595.9,584.79,584.79,223033340,1854.2900390625,0.004948082937896281,4318.93017578125,0.0062604243232102785,1331.5999755859375,0.002559873918879907,102.4000015258789,-0.0018519818578212055,80.29000091552734,-0.0014923857868019974,14.039999961853027,-0.021602816123754587,22828.1796875,0.017414653538845748,14923.1103515625,-0.003196811955012202,0.03500000014901161,-0.12499997671693508,0.0,0.006600577007304986,,-0.029411825794574686
2014-02-28,585.85,591.36,581.63,586.48,116336020,1859.449951171875,0.0027826887923012578,4308.1201171875,-0.0025029482195308983,1321.4000244140625,-0.007659921417005666,102.58999633789062,0.001855418058404057,79.77999877929688,-0.006352000627911747,14.0,-0.0028490001397227793,22836.9609375,0.0003846671140761426,14841.0703125,-0.005497516076057862,0.0430000014603138,0.228571465064068,0.0,0.0032787308772992407,,-0.022222317331357266
2014-03-03,586.65,586.93,573.37,573.38,141965580,1845.72998046875,-0.007378510346287226,4277.2998046875,-0.00715400491667828,1350.0999755859375,0.021719351174222412,104.91999816894531,0.022711783938275998,80.06999969482422,0.003635007770927734,16.0,0.1428571428571428,22500.669921875,-0.014725734152865488,14652.23046875,-0.012724139147225033,0.0430000014603138,0.0,0.0,-0.026143795193037778,,0.002066238439288659
2014-03-04,568.56,572.18,563.55,569.97,122493930,1873.9100341796875,0.01526770113133269,4351.97021484375,0.017457371137374667,1337.800048828125,-0.00911038217927107,103.33000183105469,-0.015154368715584288,80.16000366210938,0.0011240660375695377,14.100000381469727,-0.11874997615814209,22657.630859375,0.006975833966054612,14721.48046875,0.004726242884842247,0.04800000041723251,0.11627904156080993,0.0,0.0,,-0.014433013279195883
2014-03-05,576.86,576.86,572.3,574.94,102976780,1873.81005859375,-5.335132643191631e-05,4357.97021484375,0.0013786859063362744,1340.199951171875,0.0017939170699330376,101.44999694824219,-0.018194182226826228,80.11000061035156,-0.0006237905373430719,13.890000343322754,-0.014893619323794849,22579.779296875,-0.0034359974784295977,14897.6298828125,0.011965468720107397,0.05000000074505806,0.041666673134184595,0.0,0.006711495837727899,,0.012552201468384316
2014-03-06,576.17,579.03,574.68,578.56,131565670,1877.030029296875,0.0017184082710823834,4352.1298828125,-0.0013401495979382672,1351.699951171875,0.008580809147130886,101.55999755859375,0.0010842840183393765,79.68000030517578,-0.00536762329171947,14.210000038146973,0.023038134407106003,22702.970703125,0.005455828625705372,15134.75,0.015916633656006374,0.04500000178813934,-0.09999997764825852,0.0,0.0,,0.01239680532398757
2014-03-07,580.63,582.03,579.47,579.75,149392490,1878.0400390625,0.0005380892952486782,4336.22021484375,-0.003655605047905519,1338.0999755859375,-0.010061386459433441,102.58000183105469,0.010043366453139857,79.72000122070312,0.000502019520257857,14.109999656677246,-0.007037324503960218,22660.490234375,-0.0018711414160506035,15274.0703125,0.009205326318571405,0.04500000178813934,0.0,0.0,-0.003333460708027647,,-0.008163337575935459
2014-03-10,580.84,584.01,580.02,583.69,140462540,1877.1700439453125,-0.0004632463094992323,4334.4501953125,-0.00040819410536185874,1341.4000244140625,0.002466219930001845,101.12000274658203,-0.014232784737879256,79.75,0.00037630179174019673,14.199999809265137,0.0063784659658230325,22264.9296875,-0.017455957165258162,15120.1396484375,-0.010077907258062457,0.03999999910593033,-0.11111116630059481,0.0,0.030100298339571285,,0.0041154706490926785
2014-03-11,585.1,588.74,582.76,588.5,158741000,1867.6300048828125,-0.005082138985368356,4307.18994140625,-0.006289206860821905,1346.5,0.003801979642996667,100.02999877929688,-0.010779311092552368,79.7699966430664,0.00025074160584837024,14.800000190734863,0.04225354855837682,22269.609375,0.00021018200217470806,15224.1103515625,0.0068763057446856735,0.04500000178813934,0.12500006984919465,0.0,0.009740220888046602,,0.022540972592324016
2014-03-12,590.94,595.83,590.02,590.02,168708960,1868.199951171875,0.00030517087837123036,4323.330078125,0.0037472544601737656,1370.300048828125,0.017675491146026845,97.98999786376953,-0.020393891236851203,79.61000061035156,-0.002005716929270429,14.470000267028809,-0.02229729185494489,21901.94921875,-0.016509501808448346,14830.3896484375,-0.025861655888785084,0.03999999910593033,-0.11111116630059481,0.0,-0.01607705241997215,,0.032064002658960256
2014-03-13,593.82,595.22,590.62,595.22,130339060,1846.3399658203125,-0.011701095130556172,4260.419921875,-0.014551319263895746,1372.199951171875,0.0013864863723640486,98.19999694824219,0.0021430665277144545,79.62000274658203,0.00012563919298802517,16.219999313354492,0.12093980746587918,21756.080078125,-0.006660098567853656,14815.98046875,-0.0009715981864992784,0.03999999910593033,0.0,0.0,0.019607846394778417,,-0.009708725502055149
2014-03-14,596.2,600.66,595.1,596.83,160384630,1841.1300048828125,-0.0028217776974703845,4245.39990234375,-0.003525478663295667,1379.0,0.0049555815989628105,98.88999938964844,0.007026501658344619,79.44000244140625,-0.0022607422628292406,17.81999969482422,0.0986436775094306,21539.490234375,-0.009955370773238381,14327.66015625,-0.03295902782336746,0.03999999910593033,0.0,0.0,0.003205169462072055,,-0.0196078179260486
2014-03-17,602.33,602.33,599.21,600.36,161239500,1858.8299560546875,0.009613634629240364,4279.9501953125,0.008138289386984798,1372.9000244140625,-0.004423477582260693,98.08000183105469,-0.008190894565609064,79.38999938964844,-0.0006294442374255027,15.640000343322754,-0.12233442137121031,21473.94921875,-0.0030428303971837822,14277.669921875,-0.0034890717555995376,0.0430000014603138,0.07500006053596864,0.0,-0.015974564654153145,,-0.02000007465387088
2014-03-18,602.01,602.89,598.15,599.85,193120370,1872.25,0.0072196189337276895,4333.31005859375,0.012467402854288157,1359.0,-0.010124571466880727,99.69999694824219,0.016517078782053662,79.41000366210938,0.0002519747148850282,14.520000457763672,-0.07161124430775656,21583.5,0.005101566560208992,14411.26953125,0.009357241770263203,0.05000000074505806,0.16279067551206494,0.0,-0.009740220888046602,,0.018367509545854865
2014-03-19,600.73,605.74,600.42,605.59,188807510,1860.77001953125,-0.006131649335692324,4307.60009765625,-0.005933099775888961,1341.4000244140625,-0.012950681078688353,100.37000274658203,0.006720218845018389,79.98999786376953,0.0073037926572581124,15.119999885559082,0.041322273338813664,21568.689453125,-0.0006861976451919549,14462.51953125,0.0035562446381887103,0.05000000074505806,0.0,0.0,0.013114840169995201,,0.0521040548636964
2014-03-20,607.39,608.19,600.26,600.26,183319960,1872.010009765625,0.006040504799839086,4319.2900390625,0.002713794489096255,1330.5,-0.008125856728550263,99.43000030517578,-0.00936537227940104,80.20999908447266,0.0027503591271225147,14.520000457763672,-0.039682502138671416,21182.16015625,-0.017920852248118235,14224.23046875,-0.016476317420703546,0.052000001072883606,0.04000000596046438,0.0,-0.006472657228769885,,-0.009523797628235853
2014-03-21,600.48,607.22,600.48,601.75,224867350,1866.52001953125,-0.0029326714097337447,4276.7900390625,-0.009839580027189987,1336.0,0.004133784291619591,99.45999908447266,0.0003017075249400758,80.11000061035156,-0.0012467083314111616,15.0,0.03305781867105084,21436.69921875,0.012016671605841633,14224.23046875,-0.016476317420703546,0.04500000178813934,-0.13461536808303154,0.0,0.013029319736638234,,0.0
2014-03-24,606.55,609.2,604.18,607.55,189271920,1857.43994140625,-0.004864709743258144,4226.39013671875,-0.011784516397442268,1311.199951171875,-0.01856291079949479,99.5999984741211,0.0014075949219498618,79.93000030517578,-0.002246914290405355,15.09000015258789,0.006000010172525938,21846.44921875,0.01911441662817226,14475.2998046875,0.017650820301954973,0.0430000014603138,-0.04444444996339281,0.0,0.022508167620921338,,0.019230841983375768
2014-03-25,609.01,609.46,601.85,601.85,245217840,1865.6199951171875,0.004403939814465518,4234.27001953125,0.0018644475681597328,1311.4000244140625,0.00015258789630734348,99.19000244140625,-0.004116426094337489,79.94000244140625,0.0001251361965755038,14.020000457763672,-0.07090786507651003,21732.3203125,-0.005224139863976074,14423.1904296875,-0.0035998822617218096,0.04500000178813934,0.046511633951255016,0.0,-0.0031446945568935902,,-0.02830194425552557
2014-03-26,603.54,603.68,587.52,588.06,246459570,1852.56005859375,-0.007000319763734719,4173.580078125,-0.014333035240149505,1303.4000244140625,-0.006100350656600306,100.26000213623047,0.010787374417661644,79.9800033569336,0.000500386718860435,14.930000305175781,0.0649072623181115,21887.75,0.0071520061026617565,14477.16015625,0.0037418715939168123,0.03700000047683716,-0.17777779985357123,0.0,-0.04100951203539849,,0.0
2014-03-27,588.94,591.7,582.81,590.14,146465260,1849.0400390625,-0.0019000838946738874,4151.22998046875,-0.0053551380919689695,1294.699951171875,-0.006674906459433694,101.27999877929688,0.010173515074141548,80.11000061035156,0.0016253719425070035,14.619999885559082,-0.020763590976567547,21834.44921875,-0.0024351877762675,14622.8896484375,0.010066165643997982,0.032999999821186066,-0.10810812443516549,0.0,0.0,,0.019417451004110298
2014-03-28,592.82,595.7,590.59,594.29,116220650,1857.6199951171875,0.0046402218845611465,4155.759765625,0.0010911910873554476,1293.800048828125,-0.0006950663301836801,101.66999816894531,0.0038507049205076527,80.18000030517578,0.0008737947109087596,14.40999984741211,-0.014363887810587506,22065.529296875,0.010583279468600715,14696.0302734375,0.005001790122092231,0.032999999821186066,0.0,0.0,0.013157898037368998,,0.009523893707869657
2014-03-31,596.41,597.22,591.57,591.57,117084100,1872.3399658203125,0.007924102207026662,4198.990234375,0.010402542781126956,1283.4000244140625,-0.008038355249315732,101.58000183105469,-0.0008851808745100609,80.0999984741211,-0.000997777884138018,13.880000114440918,-0.03677999573791624,22151.060546875,0.0038762383104089526,14827.830078125,0.008968395017920017,0.02800000086426735,-0.15151512072762818,0.0,0.0,,0.0
2014-04-01,590.93,593.03,582.3,583.85,167165310,1885.52001953125,0.0070393485966973035,4268.0400390625,0.016444383252483874,1279.5999755859375,-0.00296092313841112,99.73999786376953,-0.018113840658768643,80.08000183105469,-0.0002496459856097255,13.100000381469727,-0.056195945716143836,22448.5390625,0.013429538283076248,14791.990234375,-0.0024170659874821476,0.029999999329447746,0.0714285144088238,0.0,0.009740220888046602,,-0.018867994561421852
2014-04-02,584.17,586.5,574.4,581.67,142309840,1890.9000244140625,0.002853326841976367,4276.4599609375,0.001972784181483389,1290.5,0.008518306206649617,99.62000274658203,-0.0012030792035047089,80.22000122070312,0.0017482440865048687,13.09000015258789,-0.0007633762282924783,22523.939453125,0.0033588105851820593,14946.3203125,0.010433354516848903,0.017999999225139618,-0.4000000124176346,0.0,0.00321555760047465,,0.0
2014-04-03,584.45,590.91,582.83,589.44,99127880,1888.77001953125,-0.0011264502910314222,4237.740234375,-0.0090541538833937,1284.4000244140625,-0.004726831139819865,100.29000091552734,0.006725538551225263,80.47000122070312,0.003116429770577911,13.369999885559082,0.021390353682756436,22565.080078125,0.0018265288399312851,15071.8798828125,0.008400701155018897,0.014999999664723873,-0.16666664941995157,0.0,0.003205169462072055,,0.009615372489950147
2014-04-04,589.9,593.72,588.34,593.04,92353580,1865.0899658203125,-0.012537288005457836,4127.72998046875,-0.025959650148890012,1303.199951171875,0.01463712737500833,101.13999938964844,0.00847540598625618,80.41999816894531,-0.0006213874860107049,13.960000038146973,0.04412865801331445,22510.080078125,-0.002437394408066784,15063.76953125,-0.0005381114781672913,0.019999999552965164,0.33333333333333326,0.0,0.0,,0.057142977928682503
2014-04-07,595.72,602.55,595.35,600.57,108560420,1845.0400390625,-0.010750112394172895,4079.75,-0.01162381761786202,1298.0,-0.003990140704961731,100.44000244140625,-0.006921069334254182,80.22000122070312,-0.0024869056552579982,15.569999694824219,0.11532948798551401,22377.150390625,-0.0059053404980633495,14808.849609375,-0.016922717872585924,0.019999999552965164,0.0,0.0,0.0031947667544158787,,0.027026990181298727
2014-04-08,600.71,603.25,598.52,603.25,109210640,1851.9599609375,0.0037505537703756975,4112.990234375,0.008147615509528805,1308.699951171875,0.008243413845820502,102.55999755859375,0.02110707950673585,79.75,-0.005858903185628761,14.890000343322754,-0.04367369074050209,22596.970703125,0.009823427409778374,14606.8798828125,-0.013638448082735621,0.02500000037252903,0.25000004656612984,0.0,0.0031848355749606316,,-0.008772006674955035
2014-04-10,605.4,608.89,600.43,601.33,110558340,1833.0799560546875,-0.020884795550912827,4054.110107421875,-0.03102124762812053,1320.0999755859375,0.011183435914161155,103.4000015258789,-0.0019304725018132185,79.37999725341797,-0.0012582548979837016,15.890000343322754,0.14978297353174175,23186.9609375,0.015050057273171102,14300.1201171875,3.0048727426068567e-05,0.02800000086426735,0.0,0.0,-0.009523851023326757,,0.008849635738725992
2014-04-11,597.87,602.01,594.96,600.57,104068010,1815.68994140625,-0.009486773662544357,3999.72998046875,-0.013413579185619806,1318.699951171875,-0.0010605442314632896,103.73999786376953,0.0032881656950993765,79.44999694824219,0.000881830401187278,17.030000686645508,0.07174325479494414,23003.640625,-0.007906181107310117,13960.0498046875,-0.02378094097903871,0.029999999329447746,0.0714285144088238,0.0,-0.006410257454736001,,-0.017543836361124776
2014-04-14,602.67,602.7,596.05,596.11,96128090,1830.6099853515625,0.008217286225508769,4022.68994140625,0.005740377737901481,1327.199951171875,0.006445742257324305,104.05000305175781,0.002988289901406871,79.7300033569336,0.003524309873464304,16.110000610351562,-0.05402231586610484,23038.80078125,0.0015284605086287595,13910.16015625,-0.0035737443014528525,0.029999999329447746,0.0,0.0,-0.009677543934365263,,0.017857118730005173
2014-04-15,596.0,597.99,586.09,586.09,126833620,1842.97998046875,0.006757307791485534,4034.159912109375,0.0028513186127179235,1300.0,-0.02049423762249114,103.75,-0.0028832584618818657,79.80000305175781,0.0008779592609677866,15.609999656677246,-0.031036681237183728,22671.259765625,-0.0159531313767044,13996.8095703125,0.006229217571126711,0.029999999329447746,0.0,0.0,-0.02280110254841161,,-0.04385976789159718
